MLS#,LATITUDE,LONGITUDE,SOLD DATE,ADDRESS,CITY,STATE,ZIP,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH
9390688,41.9823885,-87.6590625,2/17/17,1122 W Catalpa Ave #1002,CHICAGO,IL,60640,192000,1,1,Edgewater,,2007,659,,502
9400596,41.9135051,-87.6914529,2/21/17,1740 N Maplewood Ave #421,CHICAGO,IL,60647,325000,2,1,West Town,1100,2002,655,295,337
9475354,42.0109339,-87.708018,2/24/17,7141 N Kedzie Ave #905,CHICAGO,IL,60645,77000,1,1,West Ridge,850,1971,652,91,416
9369156,41.9277214,-87.7081443,2/24/17,2534 N KEDZIE St #202,CHICAGO,IL,60647,242000,2,1,Logan Square,,,652,,214
9326662,41.960411,-87.790701,2/24/17,6534 W Montrose Ave W Unit 2E,HARWOOD HEIGHTS,IL,60706,193000,2,2,Harwood Heights,1100,,652,175,205
9376300,41.7884509,-87.7373069,2/27/17,5733 S Kenton Ave Unit 2N,CHICAGO,IL,60629,56729,2,1,West Elsdon,1050,1970,649,54,100
9474681,41.93977,-87.6479776,2/27/17,727 W Belmont Ave Unit U5,CHICAGO,IL,60657,418000,2,2,Lake View,1500,1998,649,279,300
9476277,41.8823378,-87.6524402,2/28/17,22 N Morgan St #106,CHICAGO,IL,60607,339950,1,1,Near West Side,1200,1935,648,283,269
9367523,41.8909774,-87.6385381,2/28/17,360 W Illinois St Unit 3G,CHICAGO,IL,60654,392000,2,1,Near North Side,1200,1999,648,327,522
9478950,41.9549379,-87.699138,2/28/17,4027 N Mozart St #2,CHICAGO,IL,60618,162500,2,1,Irving Park,738,,648,220,250
9386770,41.9866075,-87.6555312,2/28/17,5740 N Sheridan Rd Unit 11C,CHICAGO,IL,60660,139000,2,2,Edgewater,1400,1961,648,99,665
9396907,41.9321222,-87.641502,3/1/17,2740 N Pine Grove Ave Unit 15B,CHICAGO,IL,60614,176500,1,1,Lincoln Park,700,1974,647,252,310
9490315,41.8954074,-87.6272288,3/2/17,25 E Superior St #2403,CHICAGO,IL,60611,697500,2,2,Near North Side,1250,2003,646,558,832
9473455,41.9466494,-87.6768941,3/3/17,1919 W ADDISON St Unit F-2,CHICAGO,IL,60613,435000,2,2,North Center,,2007,645,,207
9364487,41.953923,-87.674614,3/3/17,3946 N Ravenswood Ave N #408,Chicago,IL,60613,327000,2,2,North Center,,2006,645,,328
9336134,41.9226008,-87.6953594,3/7/17,2233 N Washtenaw Ave Unit 3S,CHICAGO,IL,60647,549000,2,2,Logan Square,,2016,641,,143
9481130,41.9035939,-87.6396912,3/8/17,511 W Division St #408,CHICAGO,IL,60610,270000,1,1,Near North Side,856,2008,640,315,378
9492658,41.8391431,-87.6223083,3/8/17,3041 S Michigan Ave #301,CHICAGO,IL,60616,95001,2,2,Douglas,1059,1971,640,90,794
9389996,41.9675319,-87.6544308,3/8/17,950 W Leland Ave #709,CHICAGO,IL,60640,255000,2,2,Uptown,1150,2007,640,222,408
9492886,41.9520875,-87.6548183,3/8/17,3830 N Sheffield Ave Unit D,CHICAGO,IL,60613,296000,2,1,Lake View,,,640,,170
9473180,41.856442,-87.6268126,3/8/17,1845 S state St #3,CHICAGO,IL,60616,415000,2,2,Near South Side,1475,2014,640,281,151
9485313,41.9131829,-87.6913166,3/9/17,1740 N Maplewood Ave N #202,CHICAGO,IL,60647,265000,1,1,West Town,950,,639,279,264
9495253,41.8763294,-87.6280264,3/9/17,520 S State St #1507,CHICAGO,IL,60605,417500,2,2,Loop,,2008,639,,501
9476299,41.8559253,-87.6227556,3/10/17,120 E Cullerton St #205,CHICAGO,IL,60616,407000,2,2,Near South Side,1338,1902,638,304,411
9480987,41.859498,-87.6530711,3/14/17,1061 W 16TH St #102,CHICAGO,IL,60608,139000,1,1,Lower West Side,,,634,,152
9485616,41.8681458,-87.6270166,3/15/17,1101 S State St #1305,CHICAGO,IL,60605,266500,1,1,Loop,882,2004,633,302,651
9501995,41.9947998,-87.6579579,3/15/17,1062 W Granville Ave #18,CHICAGO,IL,60660,106000,1,1,Edgewater,750,,633,141,209
9496578,41.9079264,-87.6290111,3/15/17,1400 N State Pkwy Unit 6F,CHICAGO,IL,60610,385000,2,2,Near North Side,,,633,,901
9495797,41.8988262,-87.6196005,3/15/17,260 E Chestnut St #3104,CHICAGO,IL,60611,480000,2,2,Near North Side,1473,1965,633,326,911
9403600,41.8608058,-87.6477741,3/15/17,811 W 15TH Pl #503,CHICAGO,IL,60608,297000,2,2,Near West Side,1151,2003,633,258,454
9484061,41.8796382,-87.6482089,3/15/17,125 S GREEN St Unit 901A,CHICAGO,IL,60607,540000,2,2,Near West Side,1250,2008,633,432,550
9474941,41.9503553,-87.6553193,3/15/17,3743 N Kenmore Ave #2,CHICAGO,IL,60613,470000,2,2,Lake View,1350,2014,633,348,138
9401868,41.8553094,-87.621029,3/15/17,221 E Cullerton St #615,CHICAGO,IL,60616,262500,2,1,Near South Side,1130,,633,232,395
9469364,41.8577255,-87.6234585,3/15/17,1801 S Michigan Ave #201,CHICAGO,IL,60616,295000,2,1.5,Near South Side,,,633,,306
9493544,41.9002501,-87.6250781,3/16/17,100 E WALTON St Unit 20B,CHICAGO,IL,60611,270000,1,1,Near North Side,750,1971,632,360,729
9373836,41.9321511,-87.6427496,3/16/17,2754 N Hampden Ct #805,CHICAGO,IL,60614,340000,2,2,Lincoln Park,,1973,632,,600
9481952,42.015571,-87.683749,3/16/17,7349 N RIDGE Blvd Unit GB,CHICAGO,IL,60645,71500,2,1,Rogers Park,850,1959,632,84,290
9480664,41.8987748,-87.6447692,3/17/17,900 N Kingsbury St #861,CHICAGO,IL,60610,287400,1,1,Near North Side,900,2002,631,319,679
9471586,41.9369536,-87.6390351,3/17/17,360 W WELLINGTON Ave Unit 8A,CHICAGO,IL,60657,290000,2,2,Lake View,1200,1960,631,242,659
9477049,41.9541855,-87.6458258,3/17/17,3950 N Lake Shore Dr #405,CHICAGO,IL,60613,147000,2,1,Lake View,940,1957,631,156,623
9486759,41.8765326,-87.6347559,3/20/17,235 W Van Buren St #2012,CHICAGO,IL,60607,427000,2,2,Loop,1259,2010,628,339,425
9484984,41.9041158,-87.63572,3/20/17,230 W Division St #601,CHICAGO,IL,60610,510000,2,2,Near North Side,1540,2004,628,331,710
9304269,41.8564726,-87.6189239,3/20/17,1901 S Calumet Ave #612,CHICAGO,IL,60616,385000,2,2,Near South Side,1070,2008,628,360,429
9511540,41.8855212,-87.6146956,3/21/17,195 N Harbor Dr #5105,CHICAGO,IL,60601,475000,2,2,Loop,1221,1991,627,389,844
9491613,42.0056646,-87.7079941,3/21/17,6833 N Kedzie Ave #1004,CHICAGO,IL,60645,115900,2,2,West Ridge,1500,1966,627,77,721
9357889,41.8654091,-87.6236899,3/22/17,1305 S MICHIGAN Ave #1206,Chicago,IL,60605,360500,2,2,Near South Side,1200,2004,626,300,416
9331725,41.910666,-87.629243,3/22/17,1540 N STATE Pkwy Unit 9C,CHICAGO,IL,60610,347000,2,2,Near North Side,1150,1970,626,302,778
9348775,41.8926939,-87.6303212,3/22/17,600 N Dearborn St #1801,CHICAGO,IL,60654,450000,2,2,Near North Side,1179,2001,626,382,771
9499071,41.8987586,-87.6958687,3/23/17,942 N Fairfield Ave Unit 2W,CHICAGO,IL,60622,250000,2,2,West Town,800,,625,313,153
9225859,41.9846436,-87.7110037,3/23/17,5651 N Spaulding Ave #2,CHICAGO,IL,60659,65000,2,1,North Park,850,1930,625,76,265
9391870,41.8653561,-87.6237059,3/23/17,1305 S Michigan Ave #2004,CHICAGO,IL,60605,415000,2,2,Near South Side,1293,2004,625,321,553
9471966,41.95102,-87.6744641,3/24/17,1800 W Grace St #411,CHICAGO,IL,60613,340000,1,1,North Center,,1907,624,,282
9329970,41.9052211,-87.6332251,3/24/17,1250 N LaSalle St #1010,CHICAGO,IL,60610,217000,1,1,Near North Side,,1988,624,,554
9518172,41.9071452,-87.630592,3/24/17,1344 N Dearborn St Unit 5A,Chicago,IL,60610,220000,1,1,Near North Side,900,1964,624,244,510
9496994,41.8670233,-87.6219877,3/24/17,1201 S Prairie Ave #2804,CHICAGO,IL,60605,602000,2,2,Near South Side,1238,2008,624,486,544
9504781,41.9150074,-87.6560107,3/27/17,1872 N Clybourn Ave #205,CHICAGO,IL,60614,408000,1,1,Lincoln Park,1533,1923,621,266,496
9483704,41.9613174,-87.650359,3/27/17,4334 N Clarendon Ave #110,CHICAGO,IL,60613,134000,1,1,Uptown,900,1960,621,149,296
9480473,41.8953761,-87.6263728,3/27/17,30 E Huron St #1810,CHICAGO,IL,60611,310000,1,1,Near North Side,800,1980,621,388,444
9485195,41.9069927,-87.63198,3/28/17,1355 N Sandburg Ter #2202,CHICAGO,IL,60610,214900,1,1,Near North Side,850,1964,620,253,688
9506700,41.9051489,-87.63338,3/30/17,1250 N LaSalle Dr #1710,CHICAGO,IL,60610,220000,1,1,Near North Side,750,1987,618,293,638
9511303,41.8920192,-87.6472056,3/30/17,525 N HALSTED St #216,CHICAGO,IL,60642,278000,1,1,West Town,840,,618,331,299
9492794,41.8796382,-87.6482089,3/30/17,125 S Green St Unit 910A,CHICAGO,IL,60607,325000,1,1,Near West Side,800,2008,618,406,435
9499189,41.8815123,-87.6502049,4/3/17,901 W Madison St #713,CHICAGO,IL,60607,460000,2,2,Near West Side,,2007,614,,409
9180638,41.9753637,-87.8460557,4/4/17,8758 W BERWYN Ave Unit 3S,CHICAGO,IL,60656,127000,2,1,O'Hare,,1972,613,,240
9359956,41.9917384,-87.654799,4/5/17,6033 N Sheridan Rd Unit 27J,CHICAGO,IL,60660,213000,2,2,Edgewater,,,612,,692
9500240,41.933484,-87.642357,4/6/17,2819 N Cambridge Ave Unit 2S,CHICAGO,IL,60657,347500,2,1,Lake View,,,611,,242
9489097,41.880093,-87.6536183,4/7/17,1043 W Monroe St #2,CHICAGO,IL,60607,570000,2,2,Near West Side,,2006,610,,216
9518170,41.9144738,-87.6906972,4/7/17,2511 W MOFFAT St #103,CHICAGO,IL,60647,502400,2,3,Logan Square,2200,1895,610,228,362
9493912,41.941021,-87.6498816,4/12/17,3232 N Halsted St Unit D505,CHICAGO,IL,60657,287000,1,1,Lake View,,2001,605,,475
9492865,41.8915247,-87.6173266,4/13/17,505 N McClurg Ct #2806,CHICAGO,IL,60611,480000,1,1,Near North Side,1053,2005,604,456,565
9493980,41.8558052,-87.6278338,4/21/17,1935 S Archer Ave #414,CHICAGO,IL,60616,325000,2,2,Near South Side,1367,2006,596,238,517
9518199,41.9035939,-87.6396912,4/25/17,511 W Division St #712,CHICAGO,IL,60610,432100,2,2,Near North Side,1266,2008,592,341,551
9512082,41.9383649,-87.6530142,4/27/17,932 W Barry Ave #4,CHICAGO,IL,60657,447500,2,2,Lake View,,,590,,140
9515125,41.9252715,-87.6417658,4/27/17,2354 N Cleveland Ave #3,CHICAGO,IL,60614,337500,2,1,Lincoln Park,1300,1896,590,260,248
9567618,41.9616793,-87.7201059,4/28/17,4423 N Lawndale Ave Unit 2B,CHICAGO,IL,60625,100000,1,1,Albany Park,,1932,589,,221
9401818,41.8727733,-87.6294019,4/28/17,720 S Dearborn St #203,CHICAGO,IL,60605,361000,2,1.5,Loop,,1916,589,,830
9560885,41.9632969,-87.6606178,4/28/17,4457 N MAGNOLIA Ave #3,CHICAGO,IL,60640,330000,2,2,Uptown,1500,,589,220,183
9492638,41.9201639,-87.6773473,5/1/17,2117 N DAMEN Ave #2,CHICAGO,IL,60647,445000,2,2.5,Logan Square,1550,2008,586,287,95
9499223,41.8798401,-87.6422363,5/1/17,125 S Jefferson St #2107,CHICAGO,IL,60661,452500,2,2,Near West Side,1370,2003,586,330,715
9586738,41.9095257,-87.6418139,5/1/17,1509 N Mohawk St #2,CHICAGO,IL,60610,470000,2,2,Near North Side,1600,2004,586,294,130
9511908,41.8741493,-87.6334072,5/2/17,611 S Wells St #1201,CHICAGO,IL,60607,249000,1,1,Loop,,2008,585,,305
9518938,41.8840049,-87.6447048,5/2/17,659 W RANDOLPH St #1606,CHICAGO,IL,60661,361400,1,2,Near West Side,964,2008,585,375,552
9561064,41.8874136,-87.6559118,5/3/17,312 N May St Unit 2C,CHICAGO,IL,60607,489000,2,2,Near West Side,1660,1925,584,295,390
9518142,41.8997145,-87.6750502,5/3/17,1000 N WOLCOTT Ave #1,Chicago,IL,60622,313000,2,2,West Town,,,584,,138
9580826,41.9162855,-87.6861697,5/5/17,1907 N Milwaukee Ave #312,CHICAGO,IL,60647,275000,1,1,Logan Square,900,1920,582,306,285
9567272,41.9712813,-87.7644559,5/5/17,4976 N Milwaukee Ave #501,CHICAGO,IL,60630,149000,2,1,Jefferson Park,1000,,582,149,256
9567821,41.8814195,-87.6563727,5/10/17,1155 W Madison St #312,CHICAGO,IL,60607,420000,2,2,Near West Side,1244,2001,577,338,334
9573497,41.8796382,-87.6482089,5/11/17,125 S GREEN St Unit 507A,CHICAGO,IL,60607,342500,1,1,Near West Side,,2008,576,,437
9576603,41.9450662,-87.6486443,5/12/17,745 W Cornelia Ave Unit S1,CHICAGO,IL,60657,278000,2,1,Lake View,,,575,,270
9592760,41.8860783,-87.6431545,5/16/17,200 N Jefferson St #1004,CHICAGO,IL,60661,275000,1,1,Near West Side,,2006,571,,553
9470174,41.91188,-87.6528871,5/18/17,1701 N Sheffield Ave Unit R302,Chicago,IL,60614,253000,2,1,Lincoln Park,,,569,,256
9566646,41.8989122,-87.6293751,5/19/17,33 W Delaware Pl Unit 8D,CHICAGO,IL,60610,272000,1,1,Near North Side,850,1988,568,320,651
9560143,41.8654091,-87.6236899,5/22/17,1305 S Michigan Ave #1903,CHICAGO,IL,60605,415000,2,2,Near South Side,1250,,565,332,530
9518155,41.8997518,-87.6844317,5/23/17,1011 N OAKLEY Blvd Unit GW,CHICAGO,IL,60622,230000,2,1,West Town,,,564,,149
9597771,41.9211154,-87.6420611,5/25/17,2131 N LINCOLN Ave Unit 1A,CHICAGO,IL,60614,275000,1,1,Lincoln Park,,,562,,240
9579452,41.909606,-87.6412998,5/25/17,1510 N Cleveland Ave #4,CHICAGO,IL,60610,650000,2,2,Near North Side,1600,2005,562,406,158
9594671,41.9428834,-87.6642511,5/26/17,3342 N Southport Ave #3,CHICAGO,IL,60657,560000,2,2,Lake View,1518,2001,561,369,143
9596623,41.9080857,-87.6312104,5/30/17,88 W Schiller St #1503,CHICAGO,IL,60610,200000,1,1,Near North Side,,1969,557,,532
9579743,41.9374028,-87.6390683,5/30/17,3033 N SHERIDAN Rd #1606,CHICAGO,IL,60657,302000,2,1,Lake View,,1968,557,,460
9602499,41.8812406,-87.6602961,5/31/17,1301 W Madison St #216,CHICAGO,IL,60607,405000,2,1,Near West Side,,,556,,322
9481296,41.8593471,-87.6228874,6/29/17,1632 S INDIANA Ave #406,CHICAGO,IL,60616,240000,1,1,Near South Side,,1903,527,,255
9589297,41.9708149,-87.765774,6/29/17,5531 W Edmunds Ave W Unit GE,CHICAGO,IL,60630,207000,2,2,Jefferson Park,1300,2006,527,159,184
9620500,42.0041749,-87.819937,6/29/17,6815 N Olmsted Ave N #2,CHICAGO,IL,60631,168200,2,1,Edison Park,1086,,527,155,225
9649767,41.971598,-87.806815,6/29/17,4955 N Harlem Ave #3,CHICAGO,IL,60656,130000,2,1,Norwood Park,1000,1976,527,130,239
9617321,41.8715954,-87.6264181,6/30/17,40 E 9th St #302,CHICAGO,IL,60605,280000,2,1,Loop,1028,1914,526,272,526
9584221,41.9160464,-87.6409291,6/30/17,1847 N Cleveland Ave Unit 4S,CHICAGO,IL,60614,632500,2,2,Lincoln Park,1400,,526,452,375
9622834,41.974352,-87.846034,6/30/17,5219 N EAST RIVER Rd Unit 2E,CHICAGO,IL,60656,140000,2,1,O'Hare,830,1970,526,169,187
9563940,41.935229,-87.6398035,7/5/17,2930 N SHERIDAN Rd #909,CHICAGO,IL,60657,226500,1,1,Lake View,800,1968,551,283,275
9616415,41.8677548,-87.6246153,7/5/17,1160 S MICHIGAN Ave #2501,CHICAGO,IL,60605,620000,2,2.5,Loop,1571,2006,551,395,841
9640617,41.9321511,-87.6427496,7/10/17,2754 N HAMPDEN Ct #1004,CHICAGO,IL,60614,250000,1,1,Lincoln Park,775,1973,516,323,350
9587798,41.9356676,-87.6823967,7/10/17,2143 W Wellington Ave W #301,CHICAGO,IL,60618,323500,2,2,North Center,,2005,516,,288
9615551,41.9347894,-87.6487107,7/10/17,2905 N Halsted St #202,CHICAGO,IL,60657,520000,2,2,Lake View,,2007,516,,312
9616982,41.9144605,-87.7106805,8/1/17,1820 N Spaulding Ave #605,CHICAGO,IL,60647,275000,2,1,Logan Square,,,494,,360
9622522,41.8941967,-87.6520714,8/2/17,689 N Milwaukee Ave #2,CHICAGO,IL,60642,275000,1,1,West Town,936,,493,294,203
9597170,41.908001,-87.6291726,8/3/17,1400 N State Pkwy Unit 18D,CHICAGO,IL,60610,235989,1,1,Near North Side,850,1962,492,278,706
9637956,41.9380282,-87.6424274,8/4/17,512 W Barry Ave #510,CHICAGO,IL,60657,238000,1,1,Lake View,,,491,,316
9660448,41.8652396,-87.6217057,8/4/17,1322 S Prairie Ave #1903,CHICAGO,IL,60605,323900,1,1,Near South Side,875,2002,491,370,524
9679250,41.8630021,-87.6235373,8/4/17,1439 S MICHIGAN Ave #410,CHICAGO,IL,60605,270500,1,1,Near South Side,900,1908,491,301,363
9636898,41.914481,-87.678141,8/4/17,2007 W Churchill St #306,CHICAGO,IL,60647,427500,2,2,West Town,,2001,491,,356
9687164,41.7958507,-87.6023132,8/8/17,5471 S Ingleside Ave Unit GW,CHICAGO,IL,60615,95000,1,1,Hyde Park,,1920,487,,228
9654199,41.9132201,-87.6355699,8/8/17,1707 N Crilly Ct Unit 4E,CHICAGO,IL,60614,325000,1,1,Lincoln Park,,1895,487,,240
9607661,41.8586026,-87.6246153,8/8/17,1720 S Michigan Ave #1713,CHICAGO,IL,60616,215100,1,1,Near South Side,,2007,487,,306
9635567,41.955468,-87.648694,8/10/17,731 W Bittersweet Pl Unit 2S,CHICAGO,IL,60613,225000,2,1,Uptown,,1920,485,,367
9668051,41.901581,-87.6719899,8/11/17,1103 N WOOD St Unit 3N,CHICAGO,IL,60622,497000,2,2,West Town,,2005,484,,106
9660464,41.9387018,-87.6536772,8/11/17,951 W FLETCHER St #4,CHICAGO,IL,60657,480000,2,2,Lake View,1440,2002,484,333,167
9667442,41.9084274,-87.6673119,8/15/17,1449 N Ashland Ave Unit 2F,CHICAGO,IL,60622,219750,1,1,West Town,,,480,,145
9560772,41.9408142,-87.6473973,8/16/17,711 W MELROSE St Unit B2,CHICAGO,IL,60657,211000,1,1,Lake View,,,479,,200
9688594,41.8783464,-87.6420845,8/16/17,565 W Quincy St #1504,CHICAGO,IL,60661,318000,1,1,Near West Side,752,2009,479,423,390
9653080,41.8783928,-87.6572885,8/16/17,222 S RACINE Ave #602,CHICAGO,IL,60607,469500,2,2,Near West Side,1537,,479,305,560
9628632,41.9398916,-87.6434068,8/17/17,535 W BELMONT Ave #3,CHICAGO,IL,60657,300000,1,1.5,Lake View,,1895,478,,215
9621708,41.8936842,-87.6212867,8/18/17,230 E Ontario St #2301,CHICAGO,IL,60611,165000,1,1,Near North Side,,,477,,729
9682655,41.8552372,-87.6211717,8/18/17,221 E Cullerton St #607,CHICAGO,IL,60616,270000,1,1,Near South Side,1132,,477,239,432
9652785,41.9421085,-87.6710133,8/18/17,3323 N Paulina St Unit 4G,CHICAGO,IL,60657,255000,1,2,Lake View,,1925,477,,440
9696654,41.8917899,-87.639288,8/21/17,420 W Grand Ave Unit 5B,CHICAGO,IL,60654,381000,1,1,Near North Side,1066,,474,357,361
9697305,41.8933562,-87.640886,8/22/17,645 N Kingsbury St #2607,CHICAGO,IL,60654,305000,1,1,Near North Side,,2002,473,,476
9686521,41.9973021,-87.6650203,8/22/17,6331 N Glenwood Ave #1,CHICAGO,IL,60660,273000,2,2,Edgewater,,1920,473,,295
9623233,41.8668747,-87.621408,8/22/17,1235 S Prairie Ave #701,CHICAGO,IL,60605,689000,2,2,Near South Side,1553,2006,473,444,753
9667626,41.8865695,-87.6433565,8/24/17,200 N JEFFERSON St #1609,CHICAGO,IL,60661,301500,1,1.5,Near West Side,,2006,471,,657
9703094,41.8603978,-87.6251552,8/24/17,50 E 16th St #1013,CHICAGO,IL,60616,394900,2,2,Near South Side,1128,2008,471,350,540
9683082,41.8929548,-87.6171338,8/25/17,400 E Ohio St #4502,CHICAGO,IL,60611,359000,1,1.5,Near North Side,,1981,470,,732
9642078,41.9269784,-87.6457025,8/28/17,644 W Arlington Pl Unit 1H,CHICAGO,IL,60614,193800,1,1,Lincoln Park,,1972,467,,297
9652563,41.8748775,-87.6416752,8/30/17,500 S CLINTON St #420,CHICAGO,IL,60607,230000,1,1,Near West Side,750,,465,307,451
9713989,41.9012118,-87.6280404,8/31/17,2 E Oak St #1301,Chicago,IL,60611,225000,1,1,Near North Side,,1972,464,,539
9682151,41.884653,-87.6274046,8/31/17,8 E Randolph St #3203,CHICAGO,IL,60601,352000,1,1,Loop,925,2008,464,381,745
9667740,41.8818957,-87.6512318,8/31/17,936 W MADISON St Unit 3D,CHICAGO,IL,60607,450000,2,1.5,Near West Side,1300,1998,464,346,327
9693601,41.8929548,-87.6171338,8/31/17,400 E Ohio St #502,CHICAGO,IL,60611,412000,2,2,Near North Side,,1982,464,,816
9711641,41.8936405,-87.6275331,9/1/17,10 E Ontario St #3808,CHICAGO,IL,60611,335000,1,1,Near North Side,,1983,463,,650
9703144,41.8922192,-87.6359896,9/1/17,303 W Ohio St #2408,CHICAGO,IL,60654,373000,1,1,Near North Side,783,2009,463,476,380
9678975,41.8930604,-87.6501078,9/1/17,859 W Erie St #507,CHICAGO,IL,60642,421400,2,2,West Town,1220,2004,463,345,491
9660697,41.963748,-87.763816,9/5/17,5432 W Windsor Ave Unit 3A,CHICAGO,IL,60630,145900,2,1,Portage Park,1100,1964,459,133,291
9695953,41.8707384,-87.6263891,9/6/17,40 E 9th St #517,CHICAGO,IL,60605,225000,1,1,Loop,1013,,458,222,437
9695679,41.89369,-87.639378,9/7/17,435 W Erie St #1605,CHICAGO,IL,60654,329000,1,1,Near North Side,,1998,457,,435
9702134,41.967979,-87.6729652,9/8/17,4730 N HERMITAGE Ave Unit 3F,CHICAGO,IL,60640,239900,2,1,Uptown,,1955,456,,212
9692378,41.962645,-87.658722,9/11/17,4432 N Clifton Ave Unit 2N,CHICAGO,IL,60640,340000,2,2,Uptown,,1910,453,,250
9668042,41.9425321,-87.6557352,9/14/17,3326 N Kenmore Ave #2,CHICAGO,IL,60657,426000,2,2,Lake View,,1998,450,,167
9667777,41.8597792,-87.6218747,9/15/17,1601 S Indiana Ave #309,CHICAGO,IL,60616,330000,1,1.5,Near South Side,1043,1996,449,316,376
9674812,41.8717045,-87.6264223,9/15/17,41 E 8th St #2706,CHICAGO,IL,60605,368000,2,2,Loop,,2005,449,,679
9723577,41.893042,-87.629247,9/21/17,33 W Ontario St Unit 28C,CHICAGO,IL,60654,299000,1,1,Near North Side,,2003,443,,474
9657732,41.930941,-87.814857,9/22/17,2805 N 75th Ct Unit 2B,ELMWOOD PARK,IL,60707,185000,2,2,Elmwood Park,1050,2007,442,176,175
9700879,41.9035939,-87.6396912,9/25/17,511 W Division St #305,CHICAGO,IL,60610,253000,1,1,Near North Side,,2007,439,,380
9712684,41.9762668,-87.6761045,9/25/17,1834 W Foster Ave Unit 2E,CHICAGO,IL,60640,370000,2,2,Lincoln Square,1300,2006,439,285,334
9697500,41.8988262,-87.6196005,9/27/17,260 E Chestnut St #3106,CHICAGO,IL,60611,508500,2,2,Near North Side,1325,1965,437,384,977
9674759,41.8601135,-87.6235334,9/28/17,1601 S MICHIGAN Ave #202,CHICAGO,IL,60616,222000,1,1,Near South Side,,,436,,251
9696126,41.8552372,-87.6211717,9/28/17,221 E CULLERTON St #1126,CHICAGO,IL,60616,285000,1,1,Near South Side,900,,436,317,359
9723415,41.9180452,-87.6370026,9/29/17,1960 N Lincoln Park West Ave #1208,CHICAGO,IL,60614,342500,1,1,Lincoln Park,,1965,435,,613
9729959,41.861249,-87.65066,9/29/17,948 W 15th Pl Unit 1A,Chicago,IL,60608,270000,2,1.5,Near West Side,1157,2005,435,233,282
9704387,41.8852691,-87.6184837,9/29/17,340 E RANDOLPH St #5502,CHICAGO,IL,60601,1165000,2,2.5,Loop,1647,2007,435,707,847
9720888,41.774201,-87.788163,9/29/17,6449 S Normandy Ave Unit 1N,CHICAGO,IL,60638,145000,2,2,Clearing,986,2003,435,147,211
9710237,41.907877,-87.663147,10/2/17,1422 N Noble St Unit 2N,Chicago,IL,60642,292000,2,1.5,West Town,,2002,432,,252
9682952,41.8574774,-87.6244091,10/2/17,1808 S Michigan Ave #29,CHICAGO,IL,60616,350000,2,2,Near South Side,1262,1999,432,277,385
9730682,41.8824387,-87.6469152,10/4/17,737 W WASHINGTON Blvd #1306,CHICAGO,IL,60661,385000,1,1.5,Near West Side,,2003,430,,525
9703982,41.99568,-87.8037949,10/6/17,6259 N Northwest Hwy Unit 2C,CHICAGO,IL,60631,140000,2,2,Norwood Park,,1982,428,,250
9744753,41.859681,-87.646909,10/11/17,1610 S HALSTED St #208,CHICAGO,IL,60608,253800,1,1,Lower West Side,950,2006,423,267,256
9750796,41.8784252,-87.6573662,10/19/17,222 S Racine Ave #303,CHICAGO,IL,60607,320000,1,1.5,Near West Side,1040,,415,308,367
9681250,41.8552357,-87.621168,10/31/17,221 E Cullerton St #311,CHICAGO,IL,60616,245000,1,1,Near South Side,,,403,,353
9747131,41.8930276,-87.6206457,11/1/17,600 N Fairbanks Ct #2808,CHICAGO,IL,60611,510000,1,1,Near North Side,926,2002,402,551,574
9773759,41.9287326,-87.6754213,11/3/17,2614 N Clybourn Ave #308,CHICAGO,IL,60614,250000,1,1,Lincoln Park,,1920,400,,203
9746971,41.9255008,-87.8072036,11/8/17,2451 N 72ND Ct Unit 3E,ELMWOOD PARK,IL,60707,135100,2,1.5,Elmwood Park,,1985,395,,265
9763737,41.9824403,-87.6590848,11/10/17,1122 W Catalpa Ave #906,CHICAGO,IL,60640,269900,2,2,Edgewater,,2008,393,,634
9627943,41.8910751,-87.6385347,11/14/17,360 W Illinois St #607,CHICAGO,IL,60654,942500,2,2.5,Near North Side,2300,1999,389,410,1077
9770877,41.9328776,-87.6545857,11/14/17,1016 W DIVERSEY Pkwy #1,CHICAGO,IL,60614,456000,2,2,Lake View,1800,,389,253,134
9717430,41.8596364,-87.6469942,11/15/17,1610 S Halsted St #501,CHICAGO,IL,60608,385000,2,2,Lower West Side,1450,2007,388,266,393
9763604,41.9279126,-87.6936653,11/21/17,2623 W LOGAN Blvd Unit 2W,CHICAGO,IL,60647,420000,2,2,Logan Square,1600,2005,382,263,268
9764222,41.8912279,-87.6230757,11/21/17,160 E ILLINOIS St #1907,CHICAGO,IL,60611,508000,2,2,Near North Side,1100,2007,382,462,735
9764632,41.9732127,-87.8460593,11/21/17,5151 N EAST RIVER Rd Unit 330C,CHICAGO,IL,60656,147900,2,1.5,O'Hare,,1979,382,,254
9770215,41.8703645,-87.6263875,11/22/17,900 S WABASH Ave #601,CHICAGO,IL,60605,247500,1,1,Loop,,1902,381,,351
9775290,41.9093023,-87.6280857,11/27/17,1450 N ASTOR St Unit 14C,CHICAGO,IL,60610,405000,2,2,Near North Side,,1971,376,,679
9776359,41.9408635,-87.6425617,11/30/17,519 W Melrose St #204,CHICAGO,IL,60657,239900,1,1,Lake View,,2006,373,,208
